PCIe-SSD
"Intel® SSD DC P3608 Series 3.2TB PCIe 3.0 x8 NVMe Solid State Addon Card", "SSDPECME032T401", "7,599.00", "3.2TB", "Add-in Card (AIC)", "PCIe 3.0 x8 NVMe", "17.52PB Written", "1 million hours MTBF", "850,000 IOPS", "80,000 IOPS", "4500 MB/s", "2600 MB/s", "20nm MLC HET"
PCIe-SSD
"Intel® SSD DC P3608 Series 4.0TB PCIe 3.0 x8 NVMe Solid State Addon Card", "SSDPECME040T401", "8,999.00", "4.0TB", "Add-in Card (AIC)", "PCIe 3.0 x8 NVMe", "21.9PB Written", "1 million hours MTBF", "850,000 IOPS", "50,000 IOPS", "5000 MB/s", "3000 MB/s", "20nm MLC HET"
PCIe-SSD
"Intel® SSD DC P3700 Series 1.6TB PCIe 3.0 x4 NVMe Solid State Addon Card", "SSDPEDMD016T401", "3,599.00", "1.6TB", "Add-in Card (AIC)", "PCIe 3.0 x4 NVMe", "43.8PB Written", "2 million hours MTBF", "450,000 IOPS", "150,000 IOPS", "2,800 MB/s", "1,900 MB/s", "20nm MLC HET"
PCIe-SSD
"Intel® SSD DC P3700 Series 2.0TB PCIe 3.0 x4 NVMe Solid State Addon Card", "SSDPEDMD020T401", "4,499.00", "2.0TB", "Add-in Card (AIC)", "PCIe 3.0 x4 NVMe", "60.0PB Written", "2 million hours MTBF", "450,000 IOPS", "175,000 IOPS", "2,800 MB/s", "1,900 MB/s", "20nm MLC HET"
PCIe-SSD
"Intel® SSD DC P3700 Series 400GB PCIe 3.0 x4 NVMe Solid State Addon Card", "SSDPEDMD400G401", "999.00", "400GB", "Add-in Card (AIC)", "PCIe 3.0 x4 NVMe", "7.3PB Written", "2 million hours MTBF", "450,000 IOPS", "75,000 IOPS", "2,700 MB/s", "1,080 MB/s", "20nm MLC HET"
PCIe-SSD
"Intel® SSD DC P3700 Series 800GB PCIe 3.0 x4 NVMe Solid State Addon Card", "SSDPEDMD800G401", "1,999.00", "800GB", "Add-in Card (AIC)", "PCIe 3.0 x4 NVMe", "14.6PB Written", "2 million hours MTBF", "460,000 IOPS", "90,000 IOPS", "2,800 MB/s", "1,900 MB/s", "20nm MLC HET"
