SSD
"1.0TB Crucial MX300 2.5in SATA 6.0Gb/s Solid State Drive", "CT1050MX300SSD1", "289.00", "1.0TB", "2.5in Internal", "6.0Gb/s Serial ATA", "undefined", "undefined", "92,000 IOPS", "83,000 IOPS", "530 MB/s", "510 MB/s", "Micron® 3D NAND"
SSD
"1.0TB Crucial MX300 M.2 SATA 6.0Gb/s Solid State Drive", "CT1050MX300SSD4", "302.00", "1.0TB", "M.2 Type 2280mm", "6.0Gb/s Serial ATA", "undefined", "undefined", "92,000 IOPS", "83,000 IOPS", "530 MB/s", "510 MB/s", "Micron® 3D NAND"
SSD
"1.0TB Intel® SSD 540s Series 2.5in SATA 6.0Gb/s Solid State Drive", "SSDSC2KW010X6X1", "415.00", "1.0TB", "2.5in Internal", "6.0Gb/s Serial ATA", "undefined", "undefined", "78,000 IOPS", "85,000 IOPS", "560 MB/s", "480 MB/s", "16nm TLC"
SSD
"1.0TB Intel® SSD 540s Series M.2 SATA 6.0Gb/s Solid State Drive", "SSDSCKKW010X6X1", "415.00", "1.0TB", "M.2 22x80mm", "6.0Gb/s Serial ATA", "undefined", "undefined", "78,000 IOPS", "85,000 IOPS", "560 MB/s", "480 MB/s", "16nm TLC"
SSD
"1.0TB Intel® SSD 600p Series M.2 PCIe 3.0 x4 NVMe Solid State Drive", "SSDPEKKW010T7X1", "419.00", "1.0TB", "M.2 22x80mm", "PCIe 3.0 x4 NVMe", "72 TBW", "1.6 million hours (MTBF)", "155,000 IOPS", "128,000 IOPS", "1800 MB/s", "560 MB/s", "3D Tri-Level Cell (TLC)"
SSD
"1.0TB Intel® SSD DC S3100 Series 2.5in SATA 6.0Gb/s Solid State Drive", "SSDSC2KI010X601", "399.00", "1.0TB", "2.5in Internal", "6.0Gb/s Serial ATA", "72TB Written / 5 Years", "undefined", "59,000 IOPS", "3,900 IOPS", "502 MB/s", "114 MB/s", "TLC NAND Flash Memory"
SSD
"1.0TB Intel® SSD Pro 5400s Series 2.5in SATA 6.0Gb/s Solid State Drive", "SSDSC2KF010X6X1", "399.00", "1.0TB", "2.5in Internal", "6.0Gb/s Serial ATA", "undefined", "undefined", "78,000 IOPS", "85,000 IOPS", "560 MB/s", "480 MB/s", "16nm MLC"
SSD
"1.0TB Intel® SSD Pro 5400s Series M.2 SATA 6.0Gb/s Solid State Drive", "SSDSCKKF010X6X1", "419.00", "1.0TB", "M.2 22x80mm", "6.0Gb/s Serial ATA", "undefined", "undefined", "78,000 IOPS", "85,000 IOPS", "560 MB/s", "480 MB/s", "16nm TLC"
SSD
"1.0TB Intel® SSD Pro 6000p Series M.2 PCIe 3.0 x4 NVMe Solid State Drive", "SSDPEKKF010T7X1", "429.00", "1.0TB", "M.2 22x80mm", "PCIe 3.0 x4 NVMe", "72 TBW", "1.6 million hours (MTBF)", "155,000 IOPS", "128,000 IOPS", "1800 MB/s", "560 MB/s", "3D Tri-Level Cell (TLC)"
SSD
"1.0TB Micron M1100 2.5in SATA 6.0Gb/s Solid State Drive", "MTFDDAK1T0TBN-1AR1ZABYY", "306.00", "1.0TB", "2.5in Internal", "6.0Gb/s Serial ATA", "400TBW", "1.5 million hours MTTF", "92,000 IOPS", "83,000 IOPS", "530 MB/s", "500 MB/s", "Micron® 3D TLC NAND Flash"
SSD
"1.0TB Micron M1100 M.2 SATA 6.0Gb/s Type 2280SS Solid State Drive", "MTFDDAV1T0TBN-1AR1ZABYY", "306.00", "1.0TB", "M.2 22x80mm", "6.0Gb/s Serial ATA", "400TBW", "1.5 million hours MTTF", "92,000 IOPS", "83,000 IOPS", "530 MB/s", "500 MB/s", "Micron® 3D TLC NAND Flash"
SSD
"1.0TB Samsung 850 EVO 2.5in SATA 6.0Gb/s Solid State Drive", "MZ-75E1T0B/AM", "349.00", "1.0TB", "2.5in Internal", "6.0Gb/s Serial ATA", "80GB/day or150TB Written", "1.5 Million Hours MTBF", "98,000 IOPS", "90,000 IOPS", "540 MB/s", "520 MB/s", "3D V-NAND"
SSD
"1.0TB Samsung 850 EVO M.2 SATA 6.0Gb/s Solid State Drive", "MZ-N5E1T0BW", "399.00", "1.0TB", "M.2 22x80mm", "6.0Gb/s Serial ATA", "undefined", "1.5 Million Hours MTBF", "undefined", "undefined", "undefined", "undefined", "undefined"
SSD
"1.0TB Samsung 850 EVO mSATA 6.0Gb/s Solid State Drive", "MZ-M5E1T0BW", "349.00", "1TB", "mSATA", "6.0Gb/s Serial ATA", "undefined", "1.5 Million Hours MTBF", "97,000 IOPS", "88,000 IOPS", "540 MB/s", "520 MB/s", "3D V-NAND"
SSD
"1.0TB Samsung 850 Pro Series 2.5in SATA 6.0Gb/s Solid State Drive", "MZ-7KE1T0BW", "479.00", "1.0TB", "2.5in Internal", "6.0Gb/s Serial ATA", "80GB/day or150TB Written", "undefined", "100,000 IOPS", "90,000 IOPS", "550 MB/s", "520 MB/s", "3D V-NAND"
SSD
"1.0TB Samsung 960 EVO M.2 PCIe 3.0 x4 NVMe Solid State Drive", "MZ-V6E1T0BW", "479.00", "1.0TB", "M.2 22x80mm", "PCIe 3.0 x4 NVMe", "400TBW", "1.5 million hours MTBF", "380,000 IOPS (QD 32 Thread 4)", "360,000 IOPS (QD 32 Thread 4)", "3,200 MB/s", "1,900 MB/s", "Samsung V-NAND"
SSD
"1.0TB Samsung 960 PRO M.2 PCIe 3.0 x4 NVMe Solid State Drive", "MZ-V6P1T0BW", "649.00", "1.0TB", "M.2 22x80mm", "PCIe 3.0 x4 NVMe", "800 TBW", "1.5 Million Hours MTBF", "440,000 IOPS (QD 32 Thread 4)", "360,000 IOPS (QD 32 Thread 4)", "3,500 MB/s", "2,100 MB/s", "Samsung V-NAND Flash Memory"
SSD
